"rbr","name","date","stars","review","lang","thumb","reply"
1187,"Micheal Day",2019-09-10,1," Grid error won't load","en",0,"Hi Michael, thanks for your review. this error is relating to a corrupt installation file. Please re-install CoPilot GPS  on your device. If you have further question please reach out to us via https://goo.gl/trBXr6? Thanks."
1188,"A Google user",2018-10-09,5," I'm a fuel tanker driver and CoPilot is the best navigation for trucks. Tried and compared with other well known brands. Well done CoPilot Team!","en",1,NA
1189,"garry newman",2019-09-11,4," Kept to main roads but stopped giving instructions","en",0,NA
1190,"Jason Morgan",2019-04-29,5," greatful to have a truck gps.","en",0,NA
1191,"Abid Aziz",2019-11-22,1," Download few times but don't let me register????","en",0,"Hi Abid, We are glad to inform you that the issue with a registration has been sorted out. You should be able to register seamlessly. If you have any other trouble, please contact us on https://goo.gl/trBXr6 and include your mobile number."
1192,"Colin Tiley",2019-05-26,5," probably the best sat nav I've ever used, including off the shelf and factory fitted.","en",1,NA
1193,"Jeffrey Ball",2019-06-28,4," Excellent navigation app. Never let me down.","en",1,NA
1194,"Andreas Zachariades",2020-02-05,5," If not the best,is one of the best GPS","en",1,NA
1195,"LeAndrea Humphrey",2019-10-29,5," It has helped me out in keeping my time and arriving at my places safely","en",1,NA
1196,"Shane Scott",2019-12-04,5," Awesome app, well worth the money ","en",0,NA
1197,"Brad Beaver",2020-01-26,4," Good app...no problems so far","en",0,NA
1198,"Bill Di Buo",2019-08-13,1," Name of city incorrectly spelled. Home location is wrong address. Couldn't get voice to work.","en",0,"Hi Bill, This doesn't seem right. We want to take a closer look at this for you. Please send a note to https://goo.gl/trBXr6 so we can connect."
1199,"Steve Jenkins",2019-09-23,1," Brought to use with motorhome. Sends you down roads narrower than the motorhome. Not fit for purpose","en",0,NA
1200,"John Stewart",2019-08-13,5," Best nav app I ever used. Wish my car nav was as good.","en",1,NA
1201,"Larry Dodge",2019-11-18,5," I've been using this for years now and it works!","en",0,NA
1202,"John Myers",2019-12-28,1," Will not complete a trip. Keeps stopping.","en",0,"Hi John, To assist with this issue, it would be helpful to have a little bit more information. Can you send any screenshots related to the issue along with your device details at https://goo.gl/trBXr6? Thanks."
1203,"Anthony Brown",2020-01-26,2," Really disappointed with this CoPilot not worth the money much better apps out there for free","en",0,"Hi Anthony, we are always looking to improve the experience for our users, and really appreciate the feedback. If there is anything specific we can look into, please contact us at https://goo.gl/trBXr6
Thank you!"
1204,"David Eatly",2019-07-02,5," Good app very satisfied.","en",0,"Hi David, Please contact our support team via https://goo.gl/trBXr6. We will assist you. But, in the meantime, try reinstalling CoPilot and restore licenses again. Hope that helps"
1205,"J R",2020-02-12,2," I want to cancel my subscription but unable to find out how to do this.","en",0,NA
1206,"Paul Clark",2019-07-30,4," good but room for improvement","en",0,NA
1207,"Cesar Z Prieto",2019-07-27,5," Great Work. Very Happy with App","en",0,NA
1208,"grahame prestage",2020-01-06,5," Nothing to a add to make this better It just works.","en",0,NA
1209,"Kerman Uzunoglu",2020-03-07,5," Problem is sorted, all good now.","en",0,"Hi Kerman, we apologize for any issue you might be having! Could you send details of what you are experiencing to our customer support at https://goo.gl/trBXr6? We'll get you up and running."
1210,"art wade",2019-02-28,1," can't renew subscription","en",2,"Hello, sorry to hear you're having problems renewing your subscription. In order to assist you further, can you please contact our Support team with your CoPilot ID and issue specifically at: support.copilotgps.com/en/support/tickets/new. Thank you"
1211,"Derek Payne",2018-11-05,5," Good app great for route planning","en",0,NA
1212,"Martin Doyle",2019-04-06,5," Tried 14 day free. Very impressed. I will buy for next trip in caravan.","en",1,NA
1213,"Bruce Ortiz",2019-07-23,5," great offline guidance!","en",0,NA
1214,"Dennis Snyder",2019-02-21,5," I have been using this app for many years. One word ""AWSOME ""","en",1,NA
1215,"Thomas Dejesus",2019-08-23,5," Great app for delivery drivers","en",0,NA
1216,"A Google user",2018-10-29,4," Decent Google maps alternative","en",1,NA
1217,"Simon Gee",2020-05-30,5," Excellent app the best","en",0,NA
1218,"Peter Gorin",2018-09-12,5," Ive used this for a very long time its brill","en",1,NA
1219,"A Google user",2019-03-09,4," not bad satnav for the price.","en",0,NA
1220,"Michael Conn",2019-09-28,3," Had this service for a couple years. Last several months the traffic has gotten worse. Definitely not as good as it was.","en",0,"Hi Michael, We're always looking to improve your experience. Any specific incident we can look into for you? Let us know by reaching out to https://goo.gl/trBXr6."
1221,"Michael Cooper",2019-04-05,5," very useful and easy to yse","en",0,NA
1222,"Morow X",2019-07-31,2," Used to be a good application.","en",0,"Hello, thank you for contacting us. We'd like to hear more about your experience using CoPilot. Can you please contact our Support team at: support.copilotgps.com/en/support/tickets/new with your feedback using CoPilot. Thank you"
1223,"Glenn Weston",2020-03-06,5," Takes me to a village in Spain without a problem","en",0,NA
1224,"armands svazs",2019-02-21,1," wery bad. becouse old maps with places what is not exsist now.","en",2,NA
1225,"russell tighe",2019-09-01,2," First use towing our caravan; it took me down several lanes only wide enough for 1 car. Met several cars head on and it caused mayhem. No better than Maps. Un installed and refunded.","en",0,NA
1226,"Andrew Mascord",2019-12-30,1," Changed phone no longer works","en",0,"We have not had this issue reported to us before, and we'd certainly like to work this through for you. Could you share the details at https://goo.gl/trBXr6? And any relevant screenshots would be immensely valuable. Thank you."
1227,"Donna Harland",2019-07-08,1," please please cancel my subscription this was way to confusing . im just a grandma font want confusion anymore.thank you Donna Harland","en",0,"Hi Donna, we'd be happy to see what happened with your account. Please contact us at https://goo.gl/trBXr6"
1228,"Linda Hambley",2019-07-25,5," Accurate and up-to-date","en",0,NA
1229,"HULK MODE 360",2020-01-02,5," Excellent app for GPS. #MinisterOfJesus","en",0,NA
1230,"Steven Harry",2019-04-07,1," will not accept fifth wheel dimensions. first address i entered it would not accept either","en",1,NA
1231,"A Google user",2019-02-05,3," camper profile deleted from new version .","en",3,NA
1232,"Juan J Marquez",2019-06-20,5," pretty good and reliable","en",0,NA
1233,"Pete Richards",2019-09-21,1," Only for Europe and North America.","en",0,"Hi Pete, thanks for your review! We're always looking to improve your experience. Any specific incident we can look into for you? Let us know by reaching out to https://goo.gl/trBXr6"
1234,"Bob Jackman",2019-03-31,4," But where did the customisable routing profiles go?","en",1,NA
1235,"Richard Pearson",2019-05-02,5," Great app well worth the money. Never let me down","en",1,NA
1236,"David Fitchett",2018-11-27,1," What what a waste of time having the search internet function poweted by yelp. Couldnt even find my place of work which has been around for over a decade or nearby garden centres. Whats the bloody point if yiu got to search and get address details from elsewhere to copy into this","en",1,"Hi David, thanks for your review. With regards to the Yelp search-engine, we are sorry if it's not performing as you would expect. Our developers are actively working on making CoPilot less dependent on third party providers to improve app performance. You can contact us by going to: https://support.copilotgps.com/support/tickets/new"
1237,"LEE PNR",2019-08-20,1," cust service does not respond to your email when you have questions about your account no phone numbers to reach ouch to anyone","en",0,"Hi Lee, we'd be happy to see what happened with your account. Please contact us at https://goo.gl/trBXr6"
1238,"Stephen Armstrong",2019-01-12,5," brilliant, with automatic updates","en",0,NA
1239,"Ken Stapleton",2019-01-12,5," Very easy to use.","en",0,NA
1240,"Ko Mi",2020-02-14,1," I can not subscribe for truck navigation!","en",0,"This doesn't seem right. We want to take a closer look at this for you. Please send a note to https://goo.gl/trBXr6 so we can connect."
1241,"John Clegg",2019-09-06,5," Excellent service from customer support","en",0,NA
1242,"Gerry Lundy",2020-02-11,1," Unsolicited auto renewal... Not good","en",0,"Hi Gerry, we are sorry for the trouble caused. Please share the information with us at https://goo.gl/trBXr6 so that we can look into the matter."
1243,"Chad Brigdon",2019-08-08,1," updates are not always better","en",0,"Hi Chad, we are sorry to hear that :( Please let us know what exactly did you not like about our app at https://goo.gl/trBXr6 so we could improve it based on your feedback."
1244,"NASIR AZIZ",2019-02-14,5," great shortcut for copilot app","en",0,NA
1245,"Colin Brown",2019-03-06,1," voice comands keep repeating cant stop them","en",2,"Dear Colin,

Thank you for your review.

You can can control the voice command in your device settings. Please use the link below to directly contatc our Support Team and someone will be able to assist you further with this issue.

 https://goo.gl/trBXr6 

Regards,"
1246,"Donald Larson",2019-09-26,5," Great for offline use","en",0,NA
1247,"Roger Au",2019-06-06,5," easy and accurate","en",0,NA
1248,"Pete Carter",2019-07-19,1," Worked great now not at all","en",0,NA
1249,"Stu Dean",2019-03-18,5," ...using for years. always trustworthy","en",0,NA
1250,"Yaqub Hameed",2019-05-19,4," very helpful and east to use","en",0,NA
1251,"Joseph Feffer",2019-11-04,5," Accurate never took me to a low overpass in 10 yrs I've had it","en",1,NA
1252,"Dale Harris",2019-05-04,5," Excellent navigation system","en",0,NA
1253,"A Google user",2019-03-16,5," Excellent app for directions","en",0,NA
1254,"Milan Rebec",2019-01-01,5," Best GPS navigation !!!","en",0,NA
1255,"hasan safieddine",2019-04-07,1," Hi after updating my map all my favourites removed why!","en",1,"Hello Hsan ,  we'd like to know more about your experience with CoPilot.
Could you please send a request including your CoPilot ID, at https://goo.gl/trBXr6 and explain where you see any fault?
Thank you very much!"
1256,"john whitelock",2019-03-05,4," very happy with this app well done!","en",1,NA
1257,"A Google user",2019-02-14,1," after reading reviews I have removed it can't give it any stars didn't use it","en",2,NA
1259,"James Conboy",2019-07-04,4," top notch easy most of the time","en",0,NA
1260,"Daniel Fox",2019-09-15,5," Have been using Co Pilot for many years I find it one of the easied sat nav to use","en",0,NA
1261,"Allen Burgess",2019-09-15,1," To hard to download and use now.","en",0,"Hi Allen, To assist with this issue, it would be helpful to have a little bit more information. Can you send any screenshots related to the issue along with your device details at https://goo.gl/trBXr6? Thanks."
1262,"Ryan Schwiebert",2019-05-28,1," Terrible. just awful. can't find anything unless I know the exact address. no thanks","en",0,NA
1263,"debby davies",2019-06-29,5," I can relie on copilot to get me in and out","en",0,NA
1264,"Bill Storz",2018-11-18,5," Haven't actually used yet but interface looks good","en",1,NA
1265,"Paul Ogburn",2019-08-11,3," bugs and glitching ...","en",0,"Hi, could you please tell us more about your issue? Please get in touch with us at https://goo.gl/trBXr6. Thanks."
1266,"Timothy McBride",2019-10-05,4," Works as good as it ever has","en",0,NA
1268,"Dennis Cerrone",2019-05-23,5," Always good I've owned every version.p","en",0,NA
1269,"Walter Schaefer",2019-06-09,2," Trying out the RV mode. Took us on roads unsuitable for everything except 4 wheel drive","en",2,"Hi Walter, thanks for your review. We understand this can be frustrating. We are working towards making this better. We would appreciate it if you could send us the details at https://goo.gl/trBXr6."
1270,"Joseph Pugh",2019-12-28,1," What the hell this app was great till the up date i did on 12 25 19 now my eta is screwed up","en",0,"Hi Joseph! That doesn't sound right? Can you give us more information at https://goo.gl/trBXr6 so that we can investigate? Thank you so much!"
1271,"Dave",2019-04-30,1," claims to have a 30 day refund policy over said would refund in two weeks still no refund terrible customer service","en",1,"Hi Dave, CoPilot is designed to work on iOS and Smathoned but not fully compatible on Android car radio. Please use the link for more info: shorturl.at/aeqtD
If you have further question, please contact support at https://goo.gl/trBXr6"
1272,"Lee",2019-03-15,4," Excellent I've used this app for several years now","en",1,NA
1273,"Tim Jones",2019-05-24,5," Ideal for caravans. Sets route according to your caravan size","en",1,NA
1274,"Ira Solomon",2019-04-02,5," Keeps on working great.","en",0,NA
1275,"Robert Webster",2019-02-11,5," Always use it and regular updates","en",2,NA
1276,"Living Lester",2019-09-22,1," This app is a joke. I messaged over wrong weight on bridge that talker to me like I was dumb. Wouldn't recommend to anyone","en",0,"That doesn't sound right! Can you give us more information at https://goo.gl/trBXr6 so that we can investigate."
1277,"David Preston",2019-02-14,5," always does the job for so little outlay","en",2,NA
1278,"B D",2019-07-28,5," great app cant drive without it.","en",0,NA
1279,"Matt Skelton",2019-04-19,5," used for years it's great.","en",0,NA
1280,"JustAskin100",2019-03-25,5," use it for our RV travel,. works great,","en",1,NA
1281,"Teri Vail",2019-08-07,5," great for when you have no internet!","en",0,NA
1282,"bobby elliott",2020-06-15,5," Never led me wrong","en",0,NA
1283,"Mark Neumeyer",2019-03-25,3," Speed limit does not show.","en",0,NA
1284,"Matt Doherty",2019-07-07,5," This is the best satnav you can get. You only get what you pay for","en",0,NA
1285,"A Google user",2019-02-05,5," Been using the app since many years and happy with it","en",1,NA
1286,"paul adams",2019-05-28,1," Planning a trip to South of Ireland but CoPilot can't seem to find some places I want to stop making this useless. Paid for premium. Money wasted.","en",1,NA
1287,"Robert E. Croom Sr.",2019-06-02,4," need better link to show truck stops","en",0,NA
1288,"Freebrew Elarie'",2019-05-04,5," truly one of the best trucker apps I've used!","en",0,NA
1289,"Keith Durnford",2019-02-18,5," Excellent app, works very well","en",0,NA
1290,"Jason Devault",2019-08-28,5," Haven't had a problem yet!","en",1,NA
1291,"Akaal sandhu",2019-04-09,3," please fix road width always make route threw 7feet road restrictions","en",0,NA
1292,"Steven Calcano",2019-05-10,1," my review got deleted by google. not surprised. dont waste your time with this app. can't even find addresses. EVERY TRUCKING APP IN THE PLAY STORE IS GARBAGE","en",2,"Hello Steven, we are really sorry to hear that you are having issues with our app and we'd like to know more about your experience. 
In order to allow our support team to investigate the issue and provide you with the best technical assistance, could you please send a request including your CoPilot ID, at https://goo.gl/trBXr6?
Thank you very much!"
1293,"FRANK FAZIO MARTINEZ",2019-08-03,5," very accurate and precise excellent","en",0,NA
1294,"Michael Childress",2019-07-30,5," works good 99% of the time","en",0,NA
1295,"Tom Taylor",2019-05-20,5," Great way to not get lost.","en",0,NA
1296,"Randy singh",2019-08-18,1," It's not update to date maps","en",0,"Hi Randy, thanks for your review. Depending on which map region you are using, we do update our maps at least once a year. We did release an update to our Europe Map region recently. If you still have issues or questions relating to our maps, please contact us with further details via: https://goo.gl/trBXr6"
1297,"Dave Head",2019-03-02,5," had this for years. works well","en",0,NA
1298,"Harvey H",2019-03-20,1," what happened to the pay per month option","en",1,"Hello Harvey,  we'd like to know more about your experience with CoPilot.
Could you please send a request including your CoPilot ID, at https://goo.gl/trBXr6 and explain where you see any fault?
Thank you very much!"
1299,"Leonard Surridge",2019-04-15,5," very good the best phone nav software .","en",0,NA
1300,"Jeff H",2019-08-23,5," Love this App i have relied on it for years","en",1,NA
1301,"Clive Walters",2019-11-24,5," Like this one and cheap too","en",0,NA
1302,"Neil John Vernon",2019-04-25,5," excellent. worth every penny","en",0,NA
1303,"Paul Nix",2018-10-02,4," Free version is good","en",0,NA
1304,"Peter Savvidis",2019-05-16,3," i cant see options for truck...","en",1,"Hi Peter, could you please send a request including your CoPilot ID, at https://goo.gl/trBXr6 to let our technical support team assist you. Thank you!"
1305,"Sarfaraz Ali",2018-12-18,5," Good Application for travellers","en",0,NA
1306,"Joshua Mcchesney",2019-05-31,5," great app saves on data.","en",0,NA
1307,"Fred Bloggs",2019-06-20,1," since update DOES NOT WORK!","en",1,"Hi Fred, Sorry for the trouble you are experiencing with our app. For further assistance, please email us at https://goo.gl/trBXr6."
1308,"Thomas Kelly",2019-12-07,2," I use Wase it's much better and free","en",0,NA
1309,"lionel ormsby",2020-04-28,5," Excellent and accurate.","en",0,NA
1310,"carmelina valentine",2019-07-07,3," wont load new addressed","en",0,"Hi Carmelina, You can try to restart your device and also clear the cache for the app. If that doesn’t help, please contact us at https://goo.gl/trBXr6"
1311,"Hirsi Godegode",2020-01-15,4," you can use this gbs as a helper its giving you different options that has a nice route","en",0,NA
1312,"James Young",2019-08-24,5," Been with them for 3years no problems","en",0,NA
1313,"Keith Pates",2020-05-13,1," Rubbish hard to use","en",0,"Hi, we are sorry to hear that :( Please let us know what exactly did you not like about our app at https://goo.gl/trBXr6, so we could improve it based on your feedback."
1314,"TonySr Hidalgo",2020-02-21,5," Better than inboard GPS in cars","en",0,NA
1315,"Glenn DiStefano",2020-05-05,5," Well worth the cost.","en",0,NA
1316,"Sean o Farrell",2019-06-19,4," does not recognise business addresses","en",0,NA
1317,"Warren Bowden",2019-11-06,5," Loved it for more than 15 years","en",0,NA
1318,"Filipe Estrela",2019-05-16,5," Just love this app... AMAZING!","en",0,NA
1319,"François Louvier",2019-06-21,2," Impossible to buy new carts","en",1,"Hi François, We have in-app upgrade available for World map in CoPilot Store. However, if you need further assistance, please contact our support team. 
https://goo.gl/trBXr6,"
1320,"Nelly Sunardji",2019-12-06,5," Works great after reinstalling","en",0,NA
1321,"Ronald Melia",2020-01-04,1," CoPilot has made contact, asking me to show them what's my problem, so they can correct it. No is my answer, I am not here to do your job for you. I have a busy full time job running a town centre, perhaps you should look at my town to see how it differs from your pathetic maps? The you might unders...Full ReviewCoPilot has made contact, asking me to show them what's my problem, so they can correct it. No is my answer, I am not here to do your job for you. I have a busy full time job running a town centre, perhaps you should look at my town to see how it differs from your pathetic maps? The you might understand my and my customers anger!","en",4,"Hi Ronald, Thanks for the update on this. In order for us to investigate and correct  a map data issue, further details about the issue are needed to resolve it? We'll look into this issue for you. Please send us a ticket via: https://goo.gl/trBXr6 so that we can follow up. Thank you!"
1322,"Arm Abramyan",2019-03-31,1," Not usable at all.","en",1,"Hi Arm Abramyan, thanks for your review. We would like to know more about your issue? Please contact our support team and we will do our best to answer your questions. Thank you! https://support.copilotgps.com/support/tickets/new"
1323,"Patrick Ciuch",2019-10-06,5," Option to setup dimensions of car","en",0,NA
1324,"Vipin Aeri",2018-12-28,4," It is very helpful app","en",0,NA
1325,"Chris Edwards",2019-09-20,5," Great used it for years","en",0,NA
1326,"Kaycee Wilson",2020-05-31,1," Paid 2 days ago and demands another fee to use it Refund please","en",0,"Hi, we would like to fix this. As we don't have your email address, can you please write to us at https://goo.gl/trBXr6 so that we can help you better. We look forward to your email."
1327,"hafiz syauqi",2019-02-19,3," Hope will be Asia map soon","en",0,"Hello Hafiz,  we'd like to know more about your experience with CoPilot.
Could you please send a request including your CoPilot ID, at https://goo.gl/trBXr6 and explain which maps you are looking for?
Please, see our map coverage here: https://copilotgps.com/en-gb/map-coverage
Thank you very much!"
1328,"primoo allah",2019-10-08,4," This really works completely a good job done guys","en",1,NA
1329,"A Google user",2019-03-25,5," the best navigation app out there","en",0,NA
1330,"Mark Bentley",2019-04-12,1," dissapointed ..removed motorhome/caravan option","en",1,"Hello Mark, thank you for contacting us. Can you please contact our Support team at: support.copilotgps.com/en/support/tickets/new so we can address your concern personally. Thank you"
1331,"Ephriamip9 Rodriquez",2020-05-31,5," I like it,so far work good","en",0,NA
1332,"A Google user",2019-02-16,5," Works well everywhere","en",0,NA
1333,"Breon Dixon",2019-06-28,5," awesome on point navigation","en",0,NA
1334,"Chris Linzey",2020-03-29,5," So Far this app has not let me down","en",0,NA
1335,"Jeremy Hunter",2019-08-23,5," Best Trucker's GPS app I seen yet","en",1,NA
1336,"D Specht",2019-07-30,5," Best gps app I have found","en",1,NA
1337,"Flipflop Nick",2018-11-11,5," Ace. Searches postcodes","en",0,NA
1338,"Len Clay",2019-08-10,3," too expensive needs to half the price.","en",0,NA
1339,"Sharon Axe",2019-05-26,3," We tow a 42' 5th wheel that is 13' 6"" high. So far, we have successfully avoided low bridges. However, Co pilot continually maps directions through towns as opposed to highways or more open roadways. Making turns from one city street to the next while towing a fifth-wheel is not fun. I have not yet ...Full ReviewWe tow a 42' 5th wheel that is 13' 6"" high. So far, we have successfully avoided low bridges. However, Co pilot continually maps directions through towns as opposed to highways or more open roadways. Making turns from one city street to the next while towing a fifth-wheel is not fun. I have not yet found an option that allows me to prefer highways. Could just be that I'm too new at this app.","en",8,"Hi Sharon,

Thank you for your review.

In order to get further assistance, please use this link  https://goo.gl/trBXr6  to directly contact our support team and someone will be able to assist you.

Thanks."
1340,"moonstone0007 moonstone0007",2020-05-17,1," Not user friendly","en",0,"Hello, can you please contact our Support team at: support.copilotgps.com/en/support/tickets/new describing your issue(s) specifically as we'd like to understand more about your experience using CoPilot. Thank you"
1341,"Jeff Lunceford",2020-04-28,5," So far , love app.","en",0,NA
1342,"Christy Diane",2019-06-18,1," While driving our 13'6"" RV through Sonoma County, CA, I had to decide whether to follow CoPilot or Google Maps. Since CoPilot has our vehicle dimensions, I trusted it to safely get us from point A to point B. Bad decision. The roads were AWFUL and the tree overhangs made for a very white knuckled dr...Full ReviewWhile driving our 13'6"" RV through Sonoma County, CA, I had to decide whether to follow CoPilot or Google Maps. Since CoPilot has our vehicle dimensions, I trusted it to safely get us from point A to point B. Bad decision. The roads were AWFUL and the tree overhangs made for a very white knuckled drive. Just. Awful. We WILL NOT be using this app.","en",1,"We are really sorry for the trouble and we appreciate you bringing this issue to our attention. We will look into this further! Please contact our customer service. Thank you!: https://goo.gl/trBXr6"
1343,"Chuck Phillippe",2019-06-30,1," Obviously written by individuals who have no clue as to what the roads are really like. sent me on Mr. Pig's Wild ride Round Nashville TN. absolutely the worst route possible. 200 stoplights and intersections with a whole bunch of hills. Absolutely not an RV route. Maybe you should stick to writing ...Full ReviewObviously written by individuals who have no clue as to what the roads are really like. sent me on Mr. Pig's Wild ride Round Nashville TN. absolutely the worst route possible. 200 stoplights and intersections with a whole bunch of hills. Absolutely not an RV route. Maybe you should stick to writing app's for the country you live in. Oh, it tried to pull the same stupid stunt near Macon Georgia too. written by clueless idiots!","en",0,NA
1344,"Scott Mitchell",2019-08-07,5," very reliable app","en",0,NA
1345,"David Tinker",2019-03-02,5," taxis driving love this app","en",0,NA
1346,"David Reddaway",2020-02-23,5," Very good on the whole","en",0,NA
1347,"KFG",2019-08-10,1," used to be a good truck app not any more","en",1,"Hi Kevin! Apologies for any difficulties you experienced with the setup. If you have any questions for us in the future, please don't hesitate to connect with us at https://goo.gl/trBXr6"
1349,"John Matthews",2019-03-03,1," Since you tried to make this too clever by removing the options for us humans to choose which types of roads we want to drive on I have had to look for another sat nav. I drive people with problems who cannot and don't want to go on motorways or busy roads. You have taken the choices from us.","en",0,"Hello John, we are really sorry to hear that you are having issues with our app and we'd like know more about your experience. 
In order to allow our support team to investigate the issue and provide you with the best technical assistance, could you please send a request including your CoPilot ID, at https://goo.gl/trBXr6?
Thank you very much!"
1350,"Robert Sanders",2020-05-21,1," Rv does not work","en",1,"Hi Robert, Could you please be a little more specific about what is not working? Please contact us for assistance at https://goo.gl/trBXr6.
Thank you!"
1351,"ROGER Knowles",2019-06-15,5," just negotiated road works leading to Portsmouth docks Sign posting was atrocious but co pilot sat nav got it right.","en",0,NA
1352,"Keith South",2019-03-07,5," Does what it supposed to do with great accuracy .","en",0,NA
1353,"mohamed salah",2019-12-10,1," They charged me 2 months instead of 1 month.And then every month after that without my permission. When I requested a refund ,the answer was ""sorry ,I can't do that ,email support.When emailing support, they said :""call customer service"" .This Indian based scam company.","en",0,"This doesn't seem right? We want to take a closer look at this for you. Please send a ticket to https://goo.gl/trBXr6 so we can connect and solve this refund issue?"
1354,"Mark Atkinson",2019-08-07,3," I had co pilot truck, I installed this as instructed in email and now I have no truck profiles. I am trying to pay my truck premium and it won't let me do it.","en",0,"Hello Mark, can you please contact our Support team at: support.copilotgps.com/en/support/tickets/new with your CoPilot ID. Thank you"
1355,"George Dummigan",2020-01-17,3," Does not see narrow bridge","en",0,"Hi George, Thanks for rating us.That doesn't sound right! Can you give us more information at https://goo.gl/trBXr6 so that we can investigate? Thank you!"
1356,"Ryne Secc",2019-07-08,3," Good but I don't know what happen, when I change the route then not give another way, this not good","en",0,"Hi Ryne, we apologize for this. Please send us more info via: https://goo.gl/trBXr6 along with the screenshot of the issue? So that we can assist you better. Thank you!"
1357,"Dave Pring",2020-04-26,5," Best satnav I have used","en",0,NA
1358,"Kevin Helmboldt",2019-08-13,1," apparently I only drive 8 miles per hour, and I can't find a way to fix it. Not thrilled.","en",0,"Hi Kevin, We sincerely apologize for the troubles you've had with the app. We'd be happy to take a look into this for you, please contact us at https://goo.gl/trBXr6. Thank you."
1359,"Andi Nielsen 'star_slayer'",2018-11-10,5," Multi drop capability is priceless","en",0,NA
1360,"Jeff Fleeger",2019-07-03,1," will not let me renew payment for monthly","en",1,"Hi Jeff, we'd be happy to see what happened with your account. Please contact us at https://goo.gl/trBXr6."
1361,"Angelo Zafarino",2019-06-30,5," called to do a 2 week pick up/delivery job while reg driver was on vacation, 26' straight around nj and manhattan, i was concerned about truck routes especially in the city and queens and really had no problen at all using the copilot for every stop. i actually recomended it to company owner for reg...Full Reviewcalled to do a 2 week pick up/delivery job while reg driver was on vacation, 26' straight around nj and manhattan, i was concerned about truck routes especially in the city and queens and really had no problen at all using the copilot for every stop. i actually recomended it to company owner for regular use guess it depends on cost effectivness.","en",5,NA
1362,"Kulam Bara",2020-02-27,5," It shows walking roads. New roads missing","en",0,NA
1363,"Joejoe Garcia",2020-03-26,1," Is not opening","en",0,"Hi Joe, sorry to hear that you're experiencing this issue. In order to assist you further, can you please contact our Support team with your CoPilot ID and the name and model of the device you are using at: support.copilotgps.com/en/support/tickets/new. Thank you"
1364,"Toby Long",2019-08-21,5," Fuss free navigation.","en",0,NA
1365,"Rodney Hall",2019-10-06,2," Not very good at the moment. Having trouble sorting out how to work it","en",0,"Hi Rodney, To assist with this issue, it would be helpful to have a little bit more information. Can you send any screenshots related to the issue along with your device details at https://goo.gl/trBXr6? Thanks."
1366,"Happy Cat",2020-02-24,5," Amazing gps for truck drivers","en",0,NA
1367,"George Des",2019-11-14,1," I turned on propane restrictions so this routes me through downtown boston instead of around it. You would be so screwed if you took the route this gave. Fail.","en",1,"Hi George, Thanks for your review. This doesn't seem right? We want to take a closer look at this for you. Please send a note to https://goo.gl/trBXr6 so we can connect."
1368,"Owen Goodbody",2019-04-04,3," It doesn't accept Irish post codes.","en",1,NA
1369,"Terry Hodgkinson",2019-07-04,5," CoPilot is first class and I would always reccomend it.","en",0,NA
1370,"Qadeer Hanid",2019-09-16,4," Doesn't allow my motorhome to enter secondary roads","en",0,NA
1371,"peter robertson",2019-09-18,5," Best navigation app","en",0,NA
1372,"Barry Williams",2019-04-09,1," I bought this due to caravan/RV setting and it's now been removed","en",1,"Hello Barry, thank you for contacting us. We'd like to address your concern personally if you can kindly contact us with your enquiry at the following Support e-mail address: support.copilotgps.com/en/support/tickets/new. Thank you"
1373,"Roy Brown",2019-06-03,5," works very well so far.","en",0,NA
1374,"Bill Babcock",2019-03-16,1," i need to know why I cant download it back on my computer is there a website I can go to ?????????? more stars when it can be downloaded","en",1,"Hello Bill, in order to allow our support team to investigate the issue and provide you with the best technical assistance, could you please send a request including your CoPilot ID, at https://goo.gl/trBXr6?
Thank you very much!"
1375,"Inder Bhawnani",2019-03-02,1," no eircode facility for ireland","en",2,NA
1376,"Matt Davies",2019-09-13,5," Better than Google maps","en",0,NA
1377,"Hal Williams",2019-12-12,1," Not working at all","en",0,"Hi Hal, thanks for your review. Could you please be a little more specific about what is not working? Please contact us at https://goo.gl/trBXr6 so that we can get you up and running."
1379,"Gary Cooper",2019-06-02,5," New version works well","en",0,NA
1380,"A Google user",2019-02-10,5," better than Google that takes you around the houses to get to the same point","en",1,NA
1381,"Angelo",2020-01-04,1," It's very good improve nededno more ?intersate? Small street? Way we can not chose anymore the route ?","en",0,"We understand this can be frustrating. We are working towards making this better. We would appreciate it if you could send us the details at https://goo.gl/trBXr6."
1382,"Mick Hayhurst",2020-02-12,5," Used this for years now...all good","en",0,NA
1383,"Renee Pajares",2019-09-28,1," Why do you want to create a account??????? What if i DO NOT LIKE YOUR APP, THEN YOU WASTED MY TIME AND YOU HAVE MY INFO!!!!!!!!!!!!","en",0,"Hi Renee, We apologise for the difficulties you experienced while registering with us. If you would like some assistance or additional information, please contact us via https://goo.gl/trBXr6 and we will be happy to help you further."
1384,"Hugh Reaves",2019-12-20,1," Didn't show Saratoga escape lodges & rv resorts","en",0,"Hi Hugh, That doesn't sound right! Can you give us more information at https://goo.gl/trBXr6 so that we can investigate? Thank you!"
1385,"Pieter Engelke",2019-01-10,5," Been using CoPilot since my XDA Orbit 2 days. Does exaxtly what I need it to. Saved my bacon a few times when needing the nearest petrol station out in the sticks in Africa.","en",0,NA
1386,"sha tho",2019-08-27,4," So this is no longer a truck GPS?","en",0,NA
