"rbr","name","date","stars","review","lang","thumb","reply"
115,"Ksanbah Lyngwa",2020-04-29,2," It's slower than Google maps, and does not know as many locations","en",1,NA
116,"adrenalin tek_llc",2020-04-10,5," 10x better than an obvious alternative. Serves its purpose without being a fat hog like Maps.","en",0,NA
117,"Tom Chao",2020-04-29,5," a nice app, can use offline , better than google map","en",1,NA
118,"Nushi Wooshi",2020-05-21,1," DOES NOT WORK AT ALL AFTER UPDATE! DELETED THIS WASTE OF TIME APP. ABSOLUTE RUBBISH.","en",3,NA
119,"mr michael",2020-05-03,2," Too many complaints to type out, compared to Google Maps this app sux.","en",0,NA
120,"Sudhanshu Shekhar",2020-04-02,1," The map is not downloading when i m online on mobile data even though i hv manually allowed it.","en",0,NA
121,"Zain Ahmed",2020-03-16,3," The app needs to say names of roads and highways. During the voice instructions, the GPs and only says turn right or take exit in X meters. At least give the feature where the voice by voice instructions says the road name. The GPS also fails to identify whether the location is on the left or right....Full ReviewThe app needs to say names of roads and highways. During the voice instructions, the GPs and only says turn right or take exit in X meters. At least give the feature where the voice by voice instructions says the road name. The GPS also fails to identify whether the location is on the left or right. Other maps indicate that the location is for instance on my right, but Here Maps does not. Add these features please.","en",23,NA
122,"Timo Autiokari",2020-03-21,4," This is a very good app, basically. I keep backups of many of the past versions, and I hesitate to update the app, and I hesitate to update the OS, because it so often happens that the app stops working at the moment when something gets updated. A lot of the issues likely are intentionally caused by...Full ReviewThis is a very good app, basically. I keep backups of many of the past versions, and I hesitate to update the app, and I hesitate to update the OS, because it so often happens that the app stops working at the moment when something gets updated. A lot of the issues likely are intentionally caused by Google and some due to the poor quality of the OS.","en",15,NA
123,"Vangelis Liakos",2020-05-19,4," It is good but needs dark mode","en",0,NA
124,"mansoet jackson",2020-03-18,5," Very good map .app.works fine with update.","en",16,NA
125,"Bon Bon",2020-03-13,1," last update ruined the app overall for offline mode, did not effectively keep previous address in memory forcing the user to completely retype destination. If the address was diccovered and picked from personal history the location and distance is out of whack, this enforces the user to go online, h...Full Reviewlast update ruined the app overall for offline mode, did not effectively keep previous address in memory forcing the user to completely retype destination. If the address was diccovered and picked from personal history the location and distance is out of whack, this enforces the user to go online, hence overall and ultimately is an ineffective app fore wasting battery resources relatively affecting charging due to having data turned on at the same time with GPS and Bluetooth functions.","en",25,NA
126,"Marcel Triessl",2020-03-16,5," Hi. The last update messed up the starting point. Location is on and apparently I'm over 4000 km away when I put in my home address. Please fix. Other than that, i used this app on my nokia n95 and later on my n8. Very happy about the Android version. Best and reliable gps app for offline use. Keep ...Full ReviewHi. The last update messed up the starting point. Location is on and apparently I'm over 4000 km away when I put in my home address. Please fix. Other than that, i used this app on my nokia n95 and later on my n8. Very happy about the Android version. Best and reliable gps app for offline use. Keep up the good work.","en",8,NA
127,"Jan Paulussen",2020-05-01,5," Love it that it really works offline.","en",0,NA
128,"Ovidiu Sumanu",2020-04-24,5," App looks awesome! The Google monopoly must end.","en",0,NA
129,"Sunny Randolph",2020-04-07,1," Terrible. Cannot get it to work. On to alternatives.","en",1,NA
130,"peter reid",2020-05-09,4," Latest update GPS not working ","en",1,NA
131,"yokiman",2020-04-30,5," Awesome App. Offline Feature is killer!","en",1,NA
132,"Joe Donaway",2020-04-15,1," This app only works in offline mode. Will not work while online","en",0,NA
133,"Mongsoimia Marma",2020-05-01,5," Wow great it shows my original location! It's better than Googleís mapüò","en",0,NA
134,"Go Anyplace",2020-05-28,5," Great but not updating properly","en",0,NA
135,"Tholang Khantsi",2020-05-07,3," What happened to signal? Now the app is not good","en",0,NA
136,"Kamran Khoshnasib",2020-06-01,5," This app is better than Google maps in my opinion.","en",0,NA
137,"Ibrahim Thompson",2020-05-18,5," In my opinion this is sooo much better than Google maps","en",0,NA
138,"Kelvin Tan",2020-05-30,5," Accurate and reliable","en",0,NA
139,"A Galeq",2020-03-17,4," üíö??üíõ Grrrreat app for navigation, the only important thing it needs to take over Google maps is faster traffic status updates especially roads closures and constructions. There're 2 apps I'm in love with one of them is this one, the other one is Tel","en",32,NA
140,"Glenn Stone",2020-03-16,2," Even snoopy Google Maps will run with Location set off. This? Won't. I just wanna find directions from A to B (when I may even be at C or D) and don't need nav, why is location necessary? Makes me think the company is a lot more snoopy than it needs to be. Two stars because once you do turn it on it...Full ReviewEven snoopy Google Maps will run with Location set off. This? Won't. I just wanna find directions from A to B (when I may even be at C or D) and don't need nav, why is location necessary? Makes me think the company is a lot more snoopy than it needs to be. Two stars because once you do turn it on it works *better* than most... but being a privacy wonk I'm not giving it more than that because I shouldn't have to tell ANYONE where I am.","en",3,NA
141,"Joseph Fuentes",2020-03-11,1," Tried to use this offline for directions -- downloaded the map of our city -- but it always says ""waiting for GPS"" even though GPS/location is already ON or enabled on the phone.","en",14,NA
142,"trayan s",2020-04-28,5," Super & usefull aplication... Keep on !","en",1,NA
143,"buck jack campbell",2020-05-30,5," I use it in toronto all the time never let me down","en",0,NA
144,"Steven P",2020-03-15,4," I've always loved the look of HERE WeGo, I just wish they would add a few features that seem to be missing. Multi-Part trips being the big one","en",9,NA
145,"Jaco Barnard",2020-03-18,1," The worst possible navigation app. Totally out with location and I got lost. Not what I expected","en",1,NA
146,"Joe Swank",2020-03-27,1," It is junk, can't use it if you have a China sim. Junk, junk","en",1,NA
147,"Stuart Ryal Fuller-sandys",2020-05-19,5," This truly is a great app to use and accurate","en",0,NA
148,"dean hosier",2020-03-16,2," Was a very good app to use offline but now any addresses are showing over 3000 miles away, time to find another offline map","en",3,NA
149,"Christopher Harris",2020-02-04,1," App shut down half way through navigation. I ride a motorcycle, so use it with the screen off and phone in my pocket. I rely on the voice. Not happy with it closing down like that. I'll go back to Google Maps.","en",33,NA
150,"David",2020-04-20,4," Love that I can view map offline.","en",0,NA
151,"John Erasmus",2020-05-19,5," Good app and it works great.","en",0,NA
152,"Bronwyn Green",2020-03-11,3," downloaded offline maps for my area, searched for an address - it couldn't find the address without going online.","en",4,NA
